Year,Title,Instructor,Credits,Actual,Capacity
10FA,Woodwind Quintet,Southard Robert G.,0,2,5
10FA,Piano Ensemble,Clark Adam L.,.5,2,5
10FA,Piano Ensemble,Clark Adam L.,0,4,5
10FA,Flute,Sooy Julie A.,2,6,12
10FA,Flute,Sooy Julie A.,2,0,10
10FA,Flute,Sooy Julie A.,3,1,6
10FA,Oboe,Southard Sarah,2,3,12
10FA,Oboe,Southard Sarah,2,1,10
10FA,Oboe,Southard Sarah,3,1,5
10FA,Clarinet,Schekman Joel W.,2,0,12
10FA,Clarinet,Schekman Joel W.,3,1,4
10FA,Saxophone,Lockwood Thomas E.,2,1,12
10FA,Saxophone,Lockwood Thomas E.,2,1,1
10FA,Saxophone,Lockwood Thomas E.,3,0,4
10FA,Jazz Saxophone,Lockwood Thomas E.,2,3,10
10FA,Jazz Saxophone,Lockwood Thomas E.,3,1,5
10FA,Bassoon,Clapp John G.,2,2,12
10FA,Bassoon,Clapp John G.,3,1,4
10FA,Horn,Peterson Erich M.,2,4,12
10FA,Horn,Peterson Erich M.,3,1,4
10FA,Trumpet,Puccini Dorival,2,3,12
10FA,Trumpet,Puccini Dorival,2,1,10
10FA,Trumpet,Puccini Dorival,3,2,4
10FA,Jazz Trumpet,Coyle Brian R.,2,0,12
10FA,Jazz Trumpet,Coyle Brian R.,3,0,6
10FA,Trombone/Euphonium,Spencer Daniel T.,2,1,12
10FA,Trombone/Euphonium,Spencer Daniel T.,3,0,4
10FA,Jazz Trombone,Wesselink Paul J.,2,1,12
10FA,Jazz Trombone,Wesselink Paul J.,3,0,6
10FA,Tuba,Spencer Daniel T.,2,0,12
10FA,Tuba,Spencer Daniel T.,3,0,4
10FA,Percussion,Secor Gregory,2,3,12
10FA,Percussion,Secor Gregory,3,0,4
10FA,Jazz Percussion,Van Lente Michael J.,2,6,12
10FA,Jazz Percussion,Van Lente Michael J.,3,2,5
10FA,Harp,Waldvogel-Warren Martha,2,1,10
10FA,Harp,Waldvogel-Warren Martha,3,0,5
10FA,Violin,Craioveanu Mihai D.,2,2,10
10FA,Violin,Craioveanu Mihai D.,2,2,10
10FA,Violin,Craioveanu Mihai D.,3,11,8
10FA,Viola,Corbato Barbara,2,2,10
10FA,Viola,Corbato Barbara,2,0,6
10FA,Viola,Corbato Barbara,3,3,5
10FA,Cello,Piippo Richard G.,2,8,12
10FA,Cello,Piippo Richard G.,2,1,10
10FA,Cello,Piippo Richard G.,3,3,8
10FA,String Bass,Straus Melissa M.,2,3,10
10FA,String Bass,Straus Melissa M.,3,1,10
10FA,Jazz Bass,Hoats Charles D.,2,4,12
10FA,Jazz Bass,Hoats Charles D.,3,2,6
10FA,Organ,Lewis Huw R.,2,3,10
10FA,Organ,Lewis Huw R.,2,2,10
10FA,Organ,Lewis Huw R.,3,3,10
10FA,Piano,Clark Adam L.,2,6,10
10FA,Piano,Clark Adam L.,2,3,10
10FA,Piano,Clark Adam L.,3,5,10
10FA,Piano,Le Andrew C.,2,8,20
10FA,Piano,Le Andrew C.,2,0,10
10FA,Piano,Le Andrew C.,3,10,15
10FA,Piano,Aschbrenner Charles,2,11,15
10FA,Piano,Kolean Lora L.,2,8,10
10FA,Jazz Piano,Talaga Stephen C.,2,10,10
10FA,Jazz Piano,Talaga Stephen C.,3,2,5
10FA,Guitar,Martin David J.,2,18,20
10FA,Guitar,Martin David J.,3,1,5
10FA,Guitar,Hyde Michael R.,2,4,20
10FA,Jazz Guitar,Hyde Michael R.,2,11,30
10FA,Jazz Guitar,Hyde Michael R.,3,3,5
10FA,Voice,Kim JungWoo,2,14,20
10FA,Voice,Kim JungWoo,2,3,10
10FA,Voice,Kim JungWoo,3,1,20
10FA,Voice,Dykstra Linda L.,2,11,20
10FA,Voice,Dykstra Linda L.,2,5,10
10FA,Voice,Dykstra Linda L.,3,6,20
10FA,Voice,Richmond Brad W.,2,5,20
10FA,Voice,Richmond Brad W.,2,2,10
10FA,Voice,Richmond Brad W.,3,0,10
10FA,Voice,Pilon Sherri L.,2,8,20
10FA,Voice,Pilon Sherri L.,2,0,10
10FA,Voice,Pilon Sherri L.,3,1,20
10FA,Voice,Sharp Stuart W.,2,6,20
10FA,Voice,Sharp Stuart W.,2,3,10
10FA,Voice,Sharp Stuart W.,3,3,20
10FA,Voice,Cosgrove Julia C.,2,4,20
10FA,Voice,Cosgrove Julia C.,2,0,10
10FA,Voice,Cosgrove Julia C.,3,0,20
10FA,Jazz Voice,Hyde Edith E.,2,11,14
10FA,Classical Guitar Class Beg,Malfroid Larry,2,12,14
10FA,Folk Style Guitar Methods,Malfroid Larry,2,13,14
10FA,Applied Composition,Talaga Stephen C.,2,3,6
10FA,Applied Composition,Talaga Stephen C.,3,1,6
10FA,Applied Computer Music,Erskine John K.,2,4,6
10FA,Applied Computer Music,Erskine John K.,3,4,6
10FA,Piano Class Beginning,Kolean Lora L.,2,10,14
10FA,Piano Class Beginning,Kolean Lora L.,2,11,14
10FA,Piano Class Beginning,Kolean Lora L.,2,13,14
10FA,Piano Class Beginning,Kolean Lora L.,2,13,14
10FA,Voice Class Beginning,Pilon Sherri L.,2,9,12
10FA,Small Group Voice,Pilon Sherri L.,2,3,4
10FA,Small Group Voice,Pilon Sherri L.,2,4,4
10FA,Small Group Voice,Pilon Sherri L.,2,4,4
10FA,Small Group Voice,Pilon Sherri L.,2,4,4
10FA,Keyboard Skills - Beginning,Strouf Linda K.,1,6,14
10FA,Keyboard Skills - Beginning,Strouf Linda K.,1,7,14
10FA,Eurhythmics I,Aschbrenner Charles,.5,18,18
10FA,Eurhythmics I,Aschbrenner Charles,.5,12,18
10FA,Theory III,Hodson Robert D.,4,12,15
10FA,Theory III,Hodson Robert D.,4,9,15
10FA,Aural Skills III,Wolfe Jennifer A.,1,9,15
10FA,Aural Skills III,Wolfe Jennifer A.,1,11,15
10FA,Piano Accompanying,Clark Adam L.,1,3,8
10FA,Keyboard Skills - Intermediate,Clark Adam L.,1,10,14
10FA,Elementary Music Methods,Hornbach Christina M.,4,7,15
10FA,Hist & Literature of Symphony,Randel Julia,4,22,25
10FA,Music in the Church,Lewis Huw R.,3,12,10
10FA,Piano Pedagogy I,Clark Adam L.,1,3,12
10FA,Violin/Viola Pedagogy Lit,Corbato Barbara,3,2,5
10FA,Woodwind Methods I,Schekman Joel W.,1,6,10
10FA,Instrum of Band & Orchestra I,Southard Robert G.,1,8,12
10FA,Orchestration,Piippo Richard G.,3,5,15
10FA,Conducting Techniques,Richmond Brad W.,2,11,15
10FA,German Diction,Dykstra Linda L.,1,7,10
10FA,Voice Literature,Kim JungWoo,2,3,12
10FA,Jazz Theory & Improvisation I,Talaga Stephen C.,3,2,10
10FA,Jazz Composition & Arranging I,Talaga Stephen C.,3,1,10
10FA,Recording Arts & Techniques,Erskine John K.,2,5,10
10FA,Studies in Music Theory,Hodson Robert D.,2,5,12
10FA,Keyboard Skills for Organ,Lewis Huw R.,1,3,10
10FA,Keyboard Skills for Piano I,Le Andrew C.,1,2,10
10FA,Ind Stdy: Advanced Conducting,Richmond Brad W.,1,1,1
10FA,Internship in Music,Erskine John K.,  1-4,1,10
10FA,Seminar in Music,Randel Julia,2,12,14
10FA,Seminar in Music,Randel Julia,2,4,14
10FA,Advanced Conducting,Southard Robert G.,2,1,10
17SP,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
17SP,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
17SP,Concert Attendance,Southard Robert G.,0,53,150
17SP,Introduction to Music,Lewis Huw R.,4,33,35
17SP,Introduction to Music,Leach James D.,4,11,35
17SP,Introduction to Music,Craioveanu Mihai D.,4,8,35
17SP,Introduction to Music,Southard Sarah,4,19,35
17SP,Perspectives in Music,Hornbach Christina M.,4,16,24
17SP,World Music,Fashun Christopher H.,4,34,35
17SP,World Music,Sooy Julie A.,4,24,35
17SP,Survey of American Music,Coyle Brian R.,4,35,35
17SP,Survey of American Music,Talaga Stephen C.,4,35,35
17SP,Theory II,Rito Justin B.,4,14,15
17SP,Theory II,Rito Justin B.,4,13,15
17SP,Aural Skills II,Wolfe Jennifer A.,1,16,15
17SP,Aural Skills II,Wolfe Jennifer A.,1,6,15
17SP,Chapel Choir,Richmond Brad W.,1,12,70
17SP,Chapel Choir,Richmond Brad W.,0,24,70
17SP,College Chorus,Richmond Brad W.,1,17,100
17SP,College Chorus,Richmond Brad W.,0,5,100
17SP,Women's Chorus,Wolfe Jennifer A.,1,7,30
17SP,Women's Chorus,Wolfe Jennifer A.,0,14,30
17SP,Orchestra,Fashun Christopher H.,1,20,65
17SP,Orchestra,Fashun Christopher H.,0,30,100
17SP,Wind Ensemble,Southard Robert G.,1,15,60
17SP,Wind Ensemble,Southard Robert G.,0,25,50
17SP,Concert Band,Southard Robert G.,1,11,30
17SP,Concert Band,Southard Robert G.,0,16,30
17SP,Jazz Arts Collective,Coyle Brian R.,1,3,10
17SP,Jazz Arts Collective,Coyle Brian R.,0,8,10
17SP,Opera Workshop,Staff,1,0,0
17SP,Opera Workshop,Staff,0,0,0
17SP,Jazz Chamber Ensemble I,Coyle Brian R.,.5,1,4
17SP,Jazz Chamber Ensemble I,Coyle Brian R.,0,5,4
17SP,Jazz Chamber Ensemble II,Roberts Nathaniel J.,.5,0,4
17SP,Jazz Chamber Ensemble II,Roberts Nathaniel J.,0,2,4
17SP,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,2,4
17SP,Jazz Chamber Ensemble III,Talaga Stephen C.,0,2,4
17SP,Jazz Chamber Ensemble IV,Shoup Jeffrey A.,.5,0,4
17SP,Jazz Chamber Ensemble IV,Shoup Jeffrey A.,0,2,4
17SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,2,4
17SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,2,4
17SP,Chamber Music,Coyle Brian R.,.5,0,4
17SP,Chamber Music,Coyle Brian R.,0,2,10
17SP,Flute Choir,Sooy Julie A.,.5,1,12
17SP,Flute Choir,Sooy Julie A.,0,5,12
17SP,Jazz Organ Combo,Monaco Anthony G.,.5,0,10
17SP,Jazz Organ Combo,Monaco Anthony G.,0,1,10
17SP,String Chamber Music,Craioveanu Mihai D.,.5,2,4
17SP,String Chamber Music,Craioveanu Mihai D.,0,2,10
17SP,Saxophone Quartet,Briggs John A.,.5,1,10
17SP,Saxophone Quartet,Briggs John A.,0,3,10
17SP,Brazilian Drumming,Fashun Christopher H.,.5,1,10
17SP,Brazilian Drumming,Fashun Christopher H.,0,17,16
17SP,12th Street Harmony,Richmond Brad W.,.5,2,10
17SP,12th Street Harmony,Richmond Brad W.,0,2,10
17SP,Luminescence,Richmond Brad W.,.5,0,10
17SP,Luminescence,Richmond Brad W.,0,9,10
17SP,Chamber Ensemble,Le Andrew C.,.5,0,10
17SP,Chamber Ensemble,Le Andrew C.,0,0,10
17SP,Harp Ensemble,Waldvogel-Warren Martha,.5,0,4
17SP,Harp Ensemble,Waldvogel-Warren Martha,0,0,4
17SP,Woodwind Quintet,Southard Sarah,.5,0,4
17SP,Woodwind Quintet,Southard Sarah,0,3,5
17SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,.5,2,10
17SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,0,6,10
17SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,.5,2,10
17SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,0,1,10
17SP,Collaborative Voice,Dykstra Linda L.,.5,0,10
17SP,Collaborative Voice,Dykstra Linda L.,0,0,10
17SP,Guitar Ensemble,Martin David J.,.5,1,10
17SP,Guitar Ensemble,Martin David J.,0,2,10
17SP,Woodwind Chamber Ensemble,Southard Sarah,.5,0,5
17SP,Woodwind Chamber Ensemble,Southard Sarah,0,3,5
17SP,Drum Choir,Shoup Jeffrey A.,.5,0,10
17SP,Drum Choir,Shoup Jeffrey A.,0,1,10
17SP,Folk Ensemble III,Roberts Nathaniel J.,.5,2,10
17SP,Folk Ensemble III,Roberts Nathaniel J.,0,3,10
17SP,Flute,Southard Robert G.,2,1,12
17SP,Flute,Southard Robert G.,2,1,10
17SP,Flute,Southard Robert G.,3,3,15
17SP,Flute,Sooy Julie A.,2,2,12
17SP,Oboe,Southard Sarah,2,3,12
17SP,Oboe,Southard Sarah,2,1,10
17SP,Oboe,Southard Sarah,3,0,5
17SP,Clarinet,Bratton Suzanna E.,2,2,12
17SP,Clarinet,Bratton Suzanna E.,2,0,10
17SP,Clarinet,Bratton Suzanna E.,3,0,4
17SP,Saxophone,Briggs John A.,2,5,10
17SP,Saxophone,Briggs John A.,2,2,10
17SP,Saxophone,Briggs John A.,3,0,5
17SP,Jazz Saxophone,Lockwood Thomas E.,2,1,10
17SP,Jazz Saxophone,Lockwood Thomas E.,2,0,10
17SP,Jazz Saxophone,Lockwood Thomas E.,3,1,5
17SP,Bassoon,Beaulieu Genevieve L.,2,1,12
17SP,Bassoon,Beaulieu Genevieve L.,2,0,5
17SP,Bassoon,Beaulieu Genevieve L.,3,1,4
17SP,Horn,French Keith A.,2,3,12
17SP,Horn,French Keith A.,2,0,5
17SP,Horn,French Keith A.,3,0,4
17SP,Trumpet,Leach James D.,2,0,12
17SP,Trumpet,Leach James D.,2,1,10
17SP,Trumpet,Leach James D.,3,0,4
17SP,Jazz Trumpet,Coyle Brian R.,2,1,12
17SP,Jazz Trumpet,Coyle Brian R.,2,0,10
17SP,Jazz Trumpet,Coyle Brian R.,3,0,4
17SP,Trombone/Euphonium,Graham Adam E.,2,3,12
17SP,Trombone/Euphonium,Graham Adam E.,2,0,5
17SP,Trombone/Euphonium,Graham Adam E.,3,0,4
17SP,Jazz Trombone,Graham Adam E.,2,0,12
17SP,Jazz Trombone,Graham Adam E.,2,0,10
17SP,Jazz Trombone,Graham Adam E.,3,0,6
17SP,Baritone/Euphonium,Graham Adam E.,2,0,12
17SP,Baritone/Euphonium,Graham Adam E.,2,0,5
17SP,Baritone/Euphonium,Graham Adam E.,3,0,4
17SP,Tuba,Graham Adam E.,2,1,12
17SP,Tuba,Graham Adam E.,2,0,5
17SP,Tuba,Graham Adam E.,3,0,4
17SP,Percussion,Secor Gregory,2,2,12
17SP,Percussion,Secor Gregory,2,0,5
17SP,Percussion,Secor Gregory,3,0,4
17SP,Drumset,Shoup Jeffrey A.,2,3,12
17SP,Drumset,Shoup Jeffrey A.,2,1,10
17SP,Drumset,Shoup Jeffrey A.,3,1,5
17SP,Harp,Waldvogel-Warren Martha,2,2,10
17SP,Harp,Waldvogel-Warren Martha,2,0,5
17SP,Harp,Waldvogel-Warren Martha,3,0,5
17SP,Violin,Craioveanu Mihai D.,2,10,10
17SP,Violin,Craioveanu Mihai D.,2,0,10
17SP,Violin,Craioveanu Mihai D.,3,3,8
17SP,Viola,Corbato Barbara,2,3,10
17SP,Viola,Corbato Barbara,2,0,6
17SP,Viola,Corbato Barbara,3,0,5
17SP,Cello,Eppinga Alicia A.,2,6,12
17SP,Cello,Eppinga Alicia A.,2,1,10
17SP,Cello,Eppinga Alicia A.,3,0,8
17SP,String Bass,Straus Melissa M.,2,2,10
17SP,String Bass,Straus Melissa M.,2,2,5
17SP,String Bass,Straus Melissa M.,3,0,10
17SP,Jazz & Contemporary Bass,Hoats Charles D.,2,4,12
17SP,Jazz & Contemporary Bass,Hoats Charles D.,2,0,10
17SP,Jazz & Contemporary Bass,Hoats Charles D.,3,1,6
17SP,Organ,Lewis Huw R.,2,6,10
17SP,Organ,Lewis Huw R.,2,0,10
17SP,Organ,Lewis Huw R.,3,2,10
17SP,Jazz Organ,Monaco Anthony G.,2,0,12
17SP,Jazz Organ,Monaco Anthony G.,2,0,10
17SP,Jazz Organ,Monaco Anthony G.,3,2,5
17SP,Piano,Le Andrew C.,2,3,20
17SP,Piano,Le Andrew C.,2,0,10
17SP,Piano,Le Andrew C.,3,6,15
17SP,Piano,Kolean Lora L.,2,14,10
17SP,Piano,Kolean Lora L.,2,0,10
17SP,Piano,Kolean Lora L.,3,3,5
17SP,Harpsichord,Lewis Huw R.,2,1,10
17SP,Harpsichord,Lewis Huw R.,2,0,10
17SP,Harpsichord,Lewis Huw R.,3,1,5
17SP,Contemporary & Jazz Piano,Talaga Stephen C.,2,7,10
17SP,Contemporary & Jazz Piano,Talaga Stephen C.,2,1,10
17SP,Contemporary & Jazz Piano,Talaga Stephen C.,3,1,5
17SP,Guitar,Martin David J.,2,30,30
17SP,Guitar,Martin David J.,2,0,5
17SP,Guitar,Martin David J.,3,1,5
17SP,Banjo,Roberts Nathaniel J.,2,9,15
17SP,Banjo,Roberts Nathaniel J.,2,0,10
17SP,Banjo,Roberts Nathaniel J.,3,0,5
17SP,Contemporary & Jazz Guitar,Hyde Michael R.,2,13,30
17SP,Contemporary & Jazz Guitar,Hyde Michael R.,2,0,10
17SP,Contemporary & Jazz Guitar,Hyde Michael R.,3,2,15
17SP,Mandolin,Roberts Nathaniel J.,2,3,15
17SP,Mandolin,Roberts Nathaniel J.,2,0,10
17SP,Mandolin,Roberts Nathaniel J.,3,3,5
17SP,Voice,Staff TBA,2,0,20
17SP,Voice,Staff TBA,2,0,10
17SP,Voice,Staff TBA,3,0,20
17SP,Voice,Dykstra Linda L.,2,15,20
17SP,Voice,Dykstra Linda L.,2,7,10
17SP,Voice,Dykstra Linda L.,3,4,20
17SP,Voice,Richmond Brad W.,2,2,20
17SP,Voice,Richmond Brad W.,2,0,10
17SP,Voice,Richmond Brad W.,3,2,10
17SP,Voice,Pilon Sherri L.,2,14,20
17SP,Voice,Pilon Sherri L.,2,0,10
17SP,Voice,Pilon Sherri L.,3,0,20
17SP,Contemporary & Jazz Voice,Hyde Edith E.,2,3,9
17SP,Contemporary & Jazz Voice,Hyde Edith E.,2,0,10
17SP,Contemporary & Jazz Voice,Hyde Edith E.,3,2,5
17SP,Classical Guitar Class Begin,Martin David J.,2,9,14
17SP,Folk Style Guitar Methods,Martin David J.,2,4,14
17SP,Applied Composition,Talaga Stephen C.,2,3,12
17SP,Applied Composition,Talaga Stephen C.,3,0,12
17SP,Songwriting Composition,Roberts Nathaniel J.,2,1,12
17SP,Songwriting Composition,Roberts Nathaniel J.,3,1,12
17SP,Applied Computer Music,Elliot Drew I.,2,0,12
17SP,Applied Computer Music,Elliot Drew I.,3,9,12
17SP,Applied Computer Music,Munch Jean-Yves,  2/3,0,5
17SP,Piano Class Beginning,Kolean Lora L.,2,10,14
17SP,Piano Class Beginning,Kolean Lora L.,2,14,14
17SP,Piano Class Beginning,Kolean Lora L.,2,11,14
17SP,Piano Class Beginning,Kolean Lora L.,2,12,14
17SP,Voice Class Beginning,Pilon Sherri L.,2,7,12
17SP,Voice Class Intermediate,Pilon Sherri L.,2,7,12
17SP,Keyboard Skills IB,Strouf Linda K.,1,4,12
17SP,Keyboard Skills IB,Strouf Linda K.,1,10,12
17SP,Eurhythmics II,Dittus Jeremy K.,.5,7,15
17SP,Theory IV,Rito Justin B.,4,7,20
17SP,Aural Skills IV,Wolfe Jennifer A.,1,9,20
17SP,Keyboard Skills,Strouf Linda K.,1,6,12
17SP,Counterpoint,Lewis Huw R.,3,1,10
17SP,Music Literature Before 1700,Randel Julia,4,12,24
17SP,Piano Literature II,Le Andrew C.,1,1,5
17SP,Organ Pedagogy,Staff,2,0,0
17SP,Instrum of Band & Orchestra II,Leach James D.,.5,4,10
17SP,Instrum of Band & Orchestra II,Lopez Mark B.,.5,4,10
17SP,Brass Methods II,French Keith A.,.5,6,10
17SP,Brass Methods II,Graham Adam E.,.5,6,10
17SP,Service Playing,Lewis Huw R.,2,1,10
17SP,Voice Literature,Dykstra Linda L.,2,3,10
17SP,Saxophone Literature &Pedagogy,Briggs John A.,1,1,10
17SP,Advanced Choral Conducting,Richmond Brad W.,2,2,12
17SP,Adv Instrumental Conducting,Southard Robert G.,2,6,10
17SP,Theory and Improvisation II,Talaga Stephen C.,3,1,10
17SP,Composition and Arranging II,Talaga Stephen C.,3,1,10
17SP,Recording Arts & Techniques I,Elliot Drew I.,2,9,10
17SP,Secondary Choral Methods,Staff,4,0,0
17SP,Studies in Music History,Staff,2,0,0
17SP,Production Seminar I,Elliot Drew I.,4,7,10
17SP,Keyboard Skills II: Piano,Strouf Linda K.,1,1,10
17SP,Keyboard Skills II: Organ,Staff,1,0,0
17SP,Ind Study: Advanced Recording,Munch Jean-Yves,  1-4,0,10
17SP,Independent Study,Elliot Drew I.,4,2,10
17SP,Independent Study,Richmond Brad W.,  1-4,0,10
17SP,Independent Study,Randel Julia,  1-4,1,10
17SP,Independent Study,Elliot Drew I.,  1-4,1,1
17SP,Music Internship,Elliot Drew I.,  1-4,1,5
16SP,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
16SP,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
16SP,Concert Attendance,Southard Robert G.,0,49,150
16SP,Introduction to Music,Lewis Huw R.,4,33,35
16SP,Introduction to Music,Kim JungWoo,4,22,35
16SP,Introduction to Music,Craioveanu Mihai D.,4,15,35
16SP,Introduction to Music,Leach James D.,4,27,35
16SP,Perspectives in Music,Hornbach Christina M.,4,16,24
16SP,World Music,Fashun Christopher H.,4,22,35
16SP,World Music,Sooy Julie A.,4,35,35
16SP,Survey of Jazz,Coyle Brian R.,4,35,35
16SP,Survey of Jazz,Talaga Stephen C.,4,35,35
16SP,Theory II,Hodson Robert D.,4,8,15
16SP,Theory II,Hodson Robert D.,4,9,15
16SP,Aural Skills II,Wolfe Jennifer A.,1,10,15
16SP,Aural Skills II,Wolfe Jennifer A.,1,6,15
16SP,Chapel Choir,Richmond Brad W.,1,16,70
16SP,Chapel Choir,Richmond Brad W.,0,24,70
16SP,College Chorus,Richmond Brad W.,1,19,100
16SP,College Chorus,Richmond Brad W.,0,12,100
16SP,Women's Chorus,Wolfe Jennifer A.,1,4,30
16SP,Women's Chorus,Wolfe Jennifer A.,0,10,30
16SP,Orchestra,Fashun Christopher H.,1,8,65
16SP,Orchestra,Fashun Christopher H.,0,21,100
16SP,Orchestra,Fashun Christopher H.,1,1,70
16SP,Orchestra,Fashun Christopher H.,0,15,70
16SP,Wind Ensemble,Southard Robert G.,1,13,60
16SP,Wind Ensemble,Southard Robert G.,0,26,50
16SP,Concert Band,Southard Robert G.,1,8,30
16SP,Concert Band,Southard Robert G.,0,17,30
16SP,Jazz Arts Collective,Coyle Brian R.,1,4,10
16SP,Jazz Arts Collective,Coyle Brian R.,0,5,10
16SP,Opera Workshop,Kim JungWoo,1,1,15
16SP,Opera Workshop,Kim JungWoo,0,2,10
16SP,Jazz Chamber Ensemble I,Coyle Brian R.,.5,4,4
16SP,Jazz Chamber Ensemble I,Coyle Brian R.,0,1,4
16SP,Jazz Chamber Ensemble II,Hodson Robert D.,.5,1,4
16SP,Jazz Chamber Ensemble II,Hodson Robert D.,0,2,4
16SP,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,3,4
16SP,Jazz Chamber Ensemble III,Talaga Stephen C.,0,2,4
16SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,2,4
16SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,2,4
16SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,0,4
16SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,3,4
16SP,Chamber Music,Coyle Brian R.,.5,4,4
16SP,Chamber Music,Coyle Brian R.,0,2,10
16SP,Flute Choir,Sooy Julie A.,.5,2,12
16SP,Flute Choir,Sooy Julie A.,0,4,12
16SP,Jazz Organ Combo,Monaco Anthony G.,.5,3,10
16SP,Jazz Organ Combo,Monaco Anthony G.,0,0,10
16SP,Chamber Music,Craioveanu Mihai D.,.5,0,4
16SP,Chamber Music,Craioveanu Mihai D.,0,8,10
16SP,Percussion Ensemble,Staff,.5,0,0
16SP,Percussion Ensemble,Staff,0,0,0
16SP,Saxophone Quartet,Briggs John A.,.5,0,10
16SP,Saxophone Quartet,Briggs John A.,0,4,10
16SP,Brazilian Drumming,Fashun Christopher H.,.5,4,10
16SP,Brazilian Drumming,Fashun Christopher H.,0,9,16
16SP,12th Street Harmony,Richmond Brad W.,.5,0,10
16SP,12th Street Harmony,Richmond Brad W.,0,7,10
16SP,Luminescence,Richmond Brad W.,.5,3,10
16SP,Luminescence,Richmond Brad W.,0,4,10
16SP,Chamber Ensemble,Le Andrew C.,.5,0,10
16SP,Chamber Ensemble,Le Andrew C.,0,3,10
16SP,Harp Ensemble,Waldvogel-Warren Martha,.5,0,4
16SP,Harp Ensemble,Waldvogel-Warren Martha,0,2,4
16SP,Woodwind Trio,Staff,.5,0,0
16SP,Woodwind Trio,Staff,0,0,0
16SP,Woodwind Quintet,Southard Sarah,.5,0,4
16SP,Woodwind Quintet,Southard Sarah,0,5,5
16SP,Woodwind Trio,Staff,.5,0,0
16SP,Woodwind Trio,Staff,0,0,0
16SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,.5,2,10
16SP,Folk Mus Ensmble I:Appalachian,Roberts Nathaniel J.,0,5,10
16SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,.5,1,10
16SP,Folk Music Ensemble II: Celtic,Roberts Nathaniel J.,0,0,10
16SP,Collaborative Voice,Dykstra Linda L.,.5,0,10
16SP,Collaborative Voice,Dykstra Linda L.,0,2,10
16SP,Brass Ensemble,Staff,.5,0,0
16SP,Brass Ensemble,Staff,0,0,0
16SP,Guitar Ensemble,Martin David J.,.5,0,10
16SP,Guitar Ensemble,Martin David J.,0,3,10
16SP,Woodwind Quintet,Southard Sarah,.5,0,5
16SP,Woodwind Quintet,Southard Sarah,0,5,5
16SP,Flute,Sooy Julie A.,2,1,12
16SP,Flute,Southard Robert G.,2,1,10
16SP,Flute,Southard Robert G.,3,1,15
16SP,Flute,Southard Robert G.,2,1,12
16SP,Oboe,Southard Sarah,2,2,12
16SP,Oboe,Southard Sarah,2,1,10
16SP,Oboe,Southard Sarah,3,0,5
16SP,Clarinet,Schekman Joel W.,2,3,12
16SP,Clarinet,Schekman Joel W.,2,0,10
16SP,Clarinet,Schekman Joel W.,3,1,4
16SP,Saxophone,Briggs John A.,2,2,12
16SP,Saxophone,Briggs John A.,2,2,1
16SP,Saxophone,Briggs John A.,3,0,4
16SP,Jazz Saxophone,Lockwood Thomas E.,2,1,10
16SP,Jazz Saxophone,Lockwood Thomas E.,2,0,10
16SP,Jazz Saxophone,Lockwood Thomas E.,3,1,5
16SP,Bassoon,Beaulieu Genevieve L.,2,1,12
16SP,Bassoon,Beaulieu Genevieve L.,2,1,5
16SP,Bassoon,Beaulieu Genevieve L.,3,0,4
16SP,Horn,French Keith A.,2,1,12
16SP,Horn,French Keith A.,2,1,5
16SP,Horn,French Keith A.,3,0,4
16SP,Trumpet,Leach James D.,2,1,12
16SP,Trumpet,Leach James D.,2,1,10
16SP,Trumpet,Leach James D.,3,0,4
16SP,Jazz Trumpet,Coyle Brian R.,2,0,12
16SP,Jazz Trumpet,Coyle Brian R.,2,0,10
16SP,Jazz Trumpet,Coyle Brian R.,3,0,4
16SP,Trombone/Euphonium,Graham Adam E.,2,0,12
16SP,Trombone/Euphonium,Graham Adam E.,2,0,5
16SP,Trombone/Euphonium,Graham Adam E.,3,0,4
16SP,Jazz Trombone,Graham Adam E.,2,0,12
16SP,Jazz Trombone,Graham Adam E.,2,0,10
16SP,Jazz Trombone,Graham Adam E.,3,0,6
16SP,Baritone/Euphonium,Graham Adam E.,2,0,12
16SP,Baritone/Euphonium,Graham Adam E.,2,0,5
16SP,Baritone/Euphonium,Graham Adam E.,3,0,4
16SP,Tuba,Graham Adam E.,2,1,12
16SP,Tuba,Graham Adam E.,2,0,5
16SP,Tuba,Graham Adam E.,3,0,4
16SP,Percussion,Secor Gregory,2,1,12
